kosk_id,tarih,ilce,trafo_gerilimi_kV,akim_A,sicaklik_C,nem_orani,topraklama_direnci,koruma_rölesi_durumu,kapi_acik,ariza_var,anomali_skoru
BK004,2025-03-27,Çaykara,0.424,77.3,31.3,65.5,1.53,0,0,0,0.25
BK004,2025-03-14,Araklı,0.403,124.0,29.0,60.0,2.32,0,0,0,0.05
BK004,2025-03-22,Tonya,0.404,107.1,34.5,66.5,1.4,0,0,0,0.02
BK004,2025-03-19,Yomra,0.429,89.5,31.3,56.7,0.99,0,0,0,0.03
BK004,2025-03-16,Çarşıbaşı,0.377,69.8,36.4,67.2,1.94,0,0,0,0.29
BK004,2025-03-03,Hayrat,0.373,129.2,30.1,54.4,1.38,0,1,0,0.04
BK004,2025-03-29,Akçaabat,0.376,99.2,28.1,52.1,1.85,0,0,0,0.13
BK004,2025-03-17,Çaykara,0.39,72.1,35.0,55.6,1.45,0,0,0,0.14
BK004,2025-03-26,Sürmene,0.377,85.5,25.2,62.5,2.12,0,1,0,0.09
BK004,2025-03-04,Şalpazarı,0.415,82.8,27.7,71.0,2.44,1,0,1,0.09
BK004,2025-03-06,Vakfıkebir,0.391,138.5,31.9,64.5,1.54,1,0,1,0.02
BK004,2025-03-07,Maçka,0.422,103.7,31.8,40.8,2.38,0,0,0,0.1
BK004,2025-03-05,Akçaabat,0.4,101.5,22.6,62.9,1.45,0,0,0,0.04
BK004,2025-03-14,Arsin,0.436,118.1,27.5,57.1,2.1,0,0,0,0.04
BK004,2025-03-22,Köprübaşı,0.392,77.6,24.3,69.9,1.42,0,0,0,0.06
BK004,2025-03-07,Sürmene,0.358,102.1,23.8,63.3,1.74,0,0,0,0.14
BK004,2025-03-27,Beşikdüzü,0.357,112.5,32.4,55.3,1.6,0,0,0,0.08
BK004,2025-03-11,Arsin,0.406,87.8,22.7,62.2,1.94,0,1,0,0.01
BK004,2025-03-03,Hayrat,0.367,113.7,34.8,49.3,2.16,0,0,0,0.14
BK004,2025-03-18,Hayrat,0.377,89.1,28.1,64.3,2.5,0,0,0,0.16
BK004,2025-03-18,Dernekpazarı,0.387,102.9,40.1,71.1,1.28,0,1,0,0.1
BK004,2025-03-28,Beşikdüzü,0.383,94.3,23.2,65.1,2.12,0,0,0,0.07
BK004,2025-03-17,Şalpazarı,0.399,111.7,29.3,53.1,2.84,0,0,0,0.14
BK004,2025-03-30,Ortahisar,0.391,107.6,26.3,59.0,2.83,1,0,1,0.27
BK004,2025-03-26,Çaykara,0.451,98.9,26.5,54.9,1.53,0,0,0,0.06
BK004,2025-03-26,Köprübaşı,0.401,88.4,19.9,66.1,2.23,0,0,0,0.13
BK004,2025-03-04,Köprübaşı,0.39,96.2,30.6,56.5,1.93,0,0,0,0.13
BK004,2025-03-05,Sürmene,0.386,106.8,32.1,54.1,2.47,0,0,0,0.13
BK004,2025-03-19,Of,0.372,81.0,40.8,60.2,1.6,0,0,0,0.31
BK004,2025-03-30,Of,0.386,102.7,34.7,41.5,1.42,0,0,0,0.15
BK004,2025-03-19,Of,0.422,94.1,29.9,73.3,1.62,0,0,0,0.24
BK004,2025-03-26,Çarşıbaşı,0.398,101.3,28.1,56.4,1.11,0,0,0,0.17
BK004,2025-03-28,Araklı,0.4,85.2,34.6,75.7,1.87,0,0,0,0.38
BK004,2025-03-29,Düzköy,0.403,114.9,26.2,52.6,1.82,0,0,0,0.24
BK004,2025-03-29,Köprübaşı,0.395,86.5,25.8,72.4,1.44,0,0,0,0.2
BK004,2025-03-09,Hayrat,0.394,99.7,37.2,70.3,1.93,0,0,0,0.09
BK004,2025-03-21,Tonya,0.441,102.9,33.6,74.6,1.86,0,0,0,0.23
BK004,2025-03-19,Tonya,0.406,142.7,32.0,64.8,2.97,0,0,0,0.11
BK004,2025-03-02,Vakfıkebir,0.428,106.5,32.4,69.6,1.36,0,0,0,0.17
BK004,2025-03-09,Hayrat,0.459,87.2,33.1,71.3,3.02,1,0,1,0.46
BK004,2025-03-05,Hayrat,0.415,121.2,23.4,64.4,1.68,0,0,0,0.31
BK004,2025-03-02,Hayrat,0.449,132.2,27.5,73.7,1.75,0,0,0,0.1
BK004,2025-03-29,Dernekpazarı,0.415,106.2,32.8,75.9,2.46,1,0,1,0.13
BK004,2025-03-23,Yomra,0.401,90.7,34.2,62.6,2.18,0,0,0,0.09
BK004,2025-03-02,Tonya,0.428,98.7,36.7,61.6,2.13,0,0,0,0.12
BK004,2025-03-30,Beşikdüzü,0.44,107.5,33.4,76.3,1.8,0,0,0,0.35
BK004,2025-03-29,Düzköy,0.432,102.7,30.8,57.5,3.08,0,0,0,0.22
BK004,2025-03-01,Dernekpazarı,0.39,113.4,31.4,65.2,2.72,0,0,0,0.08
BK004,2025-03-27,Çarşıbaşı,0.474,102.7,30.8,52.1,1.28,0,0,0,0.02
BK004,2025-03-10,Beşikdüzü,0.4,92.4,25.5,61.2,1.85,0,0,0,0.2
BK004,2025-03-27,Tonya,0.389,111.3,23.5,66.8,2.24,0,0,0,0.26
BK004,2025-03-28,Of,0.426,105.6,26.6,47.8,1.71,0,0,0,0.36
BK004,2025-03-28,Yomra,0.415,110.6,27.0,53.3,2.5,0,0,0,0.05
BK004,2025-03-05,Çarşıbaşı,0.354,99.5,30.2,67.2,1.64,0,0,0,0.21
BK004,2025-03-24,Şalpazarı,0.373,93.4,23.3,71.7,0.28,0,0,0,0.05
BK004,2025-03-25,Dernekpazarı,0.402,91.4,25.9,71.6,1.03,0,0,0,0.14
BK004,2025-03-09,Köprübaşı,0.408,116.5,32.3,61.6,2.32,0,0,0,0.31
BK004,2025-03-20,Arsin,0.388,103.3,34.6,62.8,2.33,0,0,0,0.2
BK004,2025-03-07,Şalpazarı,0.351,84.0,36.1,59.0,2.2,0,0,0,0.21
BK004,2025-03-07,Köprübaşı,0.409,105.3,31.7,56.4,2.48,0,0,0,0.13
BK004,2025-03-24,Tonya,0.421,111.6,30.6,63.1,1.86,0,0,0,0.21
BK004,2025-03-25,Çaykara,0.418,90.9,27.3,65.2,2.44,0,0,0,0.03
BK004,2025-03-28,Düzköy,0.399,110.8,24.1,46.5,2.41,0,0,0,0.33
BK004,2025-03-27,Akçaabat,0.367,81.2,27.7,62.6,1.55,0,0,0,0.04
BK004,2025-03-17,Vakfıkebir,0.433,110.4,37.7,84.5,2.03,0,0,0,0.38
BK004,2025-03-03,Çarşıbaşı,0.395,106.6,29.2,67.0,2.79,0,0,0,0.19
BK004,2025-03-23,Çaykara,0.408,109.7,25.1,65.1,1.96,0,0,0,0.18
BK004,2025-03-13,Sürmene,0.436,98.7,28.5,61.5,2.53,0,0,0,0.13
BK004,2025-03-25,Çaykara,0.42,133.2,33.2,72.6,2.0,0,0,0,0.34
BK004,2025-03-29,Ortahisar,0.377,89.0,44.1,71.7,0.68,0,0,0,0.33
BK004,2025-03-06,Maçka,0.433,130.0,27.0,62.1,2.11,0,0,0,0.28
BK004,2025-03-29,Maçka,0.402,88.3,27.9,67.5,1.77,0,0,0,0.1
BK004,2025-03-27,Akçaabat,0.413,119.4,38.4,80.2,1.96,0,0,0,0.21
BK004,2025-03-08,Akçaabat,0.411,95.5,29.7,69.8,1.28,1,0,1,0.22
BK004,2025-03-15,Akçaabat,0.395,103.3,28.8,58.8,2.06,0,0,0,0.05
BK004,2025-03-30,Düzköy,0.399,131.3,26.1,68.3,1.35,0,0,0,0.22
BK004,2025-03-23,Maçka,0.418,113.5,33.2,61.1,1.46,0,0,0,0.18
BK004,2025-03-09,Düzköy,0.391,114.2,41.1,61.1,1.35,0,0,0,0.04
BK004,2025-03-27,Şalpazarı,0.388,83.2,33.0,52.0,2.51,0,0,0,0.06
BK004,2025-03-17,Hayrat,0.401,97.1,36.9,63.0,1.42,0,0,0,0.11
BK004,2025-03-21,Of,0.412,98.0,30.0,49.3,2.62,0,0,0,0.39
BK004,2025-03-22,Ortahisar,0.391,89.2,27.9,44.9,2.36,0,0,0,0.2
BK004,2025-03-08,Düzköy,0.401,108.6,32.5,67.1,2.54,0,0,0,0.27
BK004,2025-03-16,Şalpazarı,0.425,77.5,28.0,61.6,1.57,0,0,0,0.25
BK004,2025-03-06,Tonya,0.411,86.6,26.4,69.4,2.47,0,0,0,0.43
BK004,2025-03-19,Araklı,0.398,118.6,41.0,68.4,1.88,0,0,0,0.4
BK004,2025-03-12,Düzköy,0.399,98.7,25.7,72.3,2.83,0,0,0,0.15
BK004,2025-03-06,Beşikdüzü,0.389,67.8,36.9,67.5,1.77,0,0,0,0.05
BK004,2025-03-24,Arsin,0.419,130.6,28.3,55.4,2.19,0,0,0,0.32
BK004,2025-03-10,Ortahisar,0.394,105.8,35.2,54.6,2.51,0,0,0,0.34
BK004,2025-03-13,Akçaabat,0.407,108.2,29.6,59.4,1.95,0,0,0,0.14
BK004,2025-03-06,Maçka,0.365,84.2,38.2,67.5,2.11,0,0,0,0.12
BK004,2025-03-28,Yomra,0.411,63.1,32.1,50.9,1.95,0,0,0,0.14
BK004,2025-03-21,Yomra,0.369,114.6,30.7,60.5,2.38,0,0,0,0.16
BK004,2025-03-22,Maçka,0.414,90.5,34.7,79.9,1.98,0,0,0,0.16
BK004,2025-03-09,Köprübaşı,0.417,82.5,36.2,80.5,1.54,0,0,0,0.05
BK004,2025-03-17,Ortahisar,0.408,111.1,39.9,66.7,1.69,0,1,0,0.16
BK004,2025-03-28,Ortahisar,0.381,104.2,23.0,57.8,1.94,0,0,0,0.01
BK004,2025-03-16,Sürmene,0.408,133.0,30.6,45.2,2.48,0,0,0,0.37
BK004,2025-03-21,Vakfıkebir,0.424,110.9,21.9,77.6,2.22,0,0,0,0.05
BK004,2025-03-20,Ortahisar,0.368,85.9,36.9,60.1,1.42,0,0,0,0.23
BK004,2025-03-08,Beşikdüzü,0.405,90.2,38.4,76.4,2.54,0,0,0,0.22
BK004,2025-03-20,Çarşıbaşı,0.39,108.3,21.6,64.1,1.72,0,0,0,0.11
BK004,2025-03-23,Beşikdüzü,0.37,87.5,33.3,52.7,2.62,1,0,1,0.42
BK004,2025-03-14,Hayrat,0.399,111.2,30.3,57.2,1.47,0,0,0,0.18
BK004,2025-03-28,Düzköy,0.408,61.2,30.1,57.5,2.7,0,1,0,0.49
BK004,2025-03-15,Beşikdüzü,0.4,101.8,29.0,84.7,2.83,0,0,0,0.2
BK004,2025-03-07,Şalpazarı,0.421,101.6,29.5,59.0,1.6,0,0,0,0.31
BK004,2025-03-10,Çaykara,0.369,89.2,35.7,83.5,1.23,0,0,0,0.17
BK004,2025-03-27,Hayrat,0.378,121.2,26.5,68.4,1.36,0,0,0,0.09
BK004,2025-03-19,Of,0.422,120.1,29.9,70.0,2.38,0,0,0,0.1
BK004,2025-03-01,Çaykara,0.409,105.5,23.4,84.4,2.24,0,0,0,0.34
BK004,2025-03-22,Düzköy,0.387,80.8,30.3,61.1,2.17,0,0,0,0.01
BK004,2025-03-18,Çarşıbaşı,0.431,106.8,20.8,66.1,2.15,0,0,0,0.32
BK004,2025-03-10,Of,0.414,100.6,31.8,53.0,2.66,0,0,0,0.32
BK004,2025-03-16,Arsin,0.399,128.5,25.7,47.7,1.86,0,0,0,0.31
BK004,2025-03-11,Beşikdüzü,0.403,107.4,23.1,78.0,1.91,0,0,0,0.04
BK004,2025-03-21,Dernekpazarı,0.371,79.4,39.8,76.1,3.04,1,0,1,0.11
BK004,2025-03-28,Beşikdüzü,0.4,86.6,31.1,54.3,1.45,0,1,0,0.28
BK004,2025-03-09,Çarşıbaşı,0.388,106.4,25.9,58.4,1.69,0,0,0,0.08
BK004,2025-03-07,Sürmene,0.425,123.5,45.7,79.3,2.46,0,0,0,0.29
BK004,2025-03-17,Yomra,0.423,95.2,30.6,57.5,1.05,0,0,0,0.22
BK004,2025-03-29,Akçaabat,0.413,107.8,30.1,57.4,1.76,0,0,0,0.29
BK004,2025-03-26,Hayrat,0.413,99.8,37.9,52.4,1.71,0,0,0,0.17
BK004,2025-03-22,Dernekpazarı,0.427,105.1,26.8,69.3,2.22,0,0,0,0.2
BK004,2025-03-22,Sürmene,0.415,92.1,25.7,52.4,2.02,0,0,0,0.04
BK004,2025-03-24,Ortahisar,0.368,88.5,30.7,68.3,2.1,0,0,0,0.14
BK004,2025-03-21,Tonya,0.411,76.6,27.6,73.2,2.13,0,0,0,0.24
BK004,2025-03-10,Beşikdüzü,0.425,131.9,30.7,58.6,2.21,0,0,0,0.11
BK004,2025-03-30,Köprübaşı,0.388,101.3,31.2,67.8,2.03,1,0,1,0.08
BK004,2025-03-13,Hayrat,0.383,98.8,25.3,64.2,3.05,0,0,0,0.18
BK004,2025-03-24,Akçaabat,0.377,94.1,27.4,70.9,2.08,0,0,0,0.27
BK004,2025-03-19,Maçka,0.383,99.0,33.5,77.0,2.56,0,0,0,0.31
BK004,2025-03-11,Yomra,0.399,64.8,32.3,66.2,2.58,0,0,0,0.1
BK004,2025-03-22,Araklı,0.4,116.1,31.9,62.2,2.86,1,0,1,0.09
BK004,2025-03-21,Tonya,0.397,102.9,36.0,73.5,2.01,0,0,0,0.33
BK004,2025-03-30,Düzköy,0.404,79.3,27.9,69.1,2.3,0,0,0,0.15
BK004,2025-03-17,Çarşıbaşı,0.407,111.6,25.3,56.9,1.11,0,0,0,0.17
BK004,2025-03-28,Vakfıkebir,0.402,79.5,26.9,58.0,1.5,0,0,0,0.06
BK004,2025-03-27,Araklı,0.396,91.7,26.5,64.9,1.89,0,0,0,0.14
BK004,2025-03-06,Çarşıbaşı,0.383,92.2,28.9,56.5,2.76,0,0,0,0.11
BK004,2025-03-04,Tonya,0.4,98.5,27.7,62.2,1.64,0,0,0,0.22
BK004,2025-03-05,Beşikdüzü,0.424,103.1,29.8,60.7,1.62,0,0,0,0.07
BK004,2025-03-24,Araklı,0.429,97.3,31.0,62.0,1.59,0,0,0,0.05
BK004,2025-03-25,Vakfıkebir,0.413,95.4,36.1,60.1,1.47,0,0,0,0.09
BK004,2025-03-31,Dernekpazarı,0.373,119.0,27.6,68.5,1.17,0,0,0,0.19
BK004,2025-03-21,Arsin,0.41,105.9,29.0,71.7,1.95,0,1,0,0.15
BK004,2025-03-08,Düzköy,0.392,81.5,31.4,76.9,2.15,1,0,1,0.22
BK004,2025-03-08,Çarşıbaşı,0.399,116.6,27.3,73.9,2.55,0,0,0,0.29
BK004,2025-03-14,Dernekpazarı,0.401,97.0,27.5,66.4,2.38,0,0,0,0.12
BK004,2025-03-12,Beşikdüzü,0.413,81.5,22.1,68.6,1.62,0,0,0,0.15
BK004,2025-03-19,Çarşıbaşı,0.407,83.7,26.3,67.3,1.16,0,0,0,0.14
BK004,2025-03-15,Of,0.388,77.7,27.0,58.7,3.07,1,0,1,0.29
BK004,2025-03-16,Akçaabat,0.377,116.1,34.6,63.5,2.57,0,0,0,0.1
BK004,2025-03-28,Arsin,0.399,127.3,26.4,63.6,2.78,0,0,0,0.08
BK004,2025-03-16,Maçka,0.402,104.2,25.8,64.3,0.97,0,0,0,0.14
BK004,2025-03-17,Of,0.429,106.1,30.3,78.3,2.17,0,0,0,0.11
BK004,2025-03-28,Hayrat,0.392,89.8,31.0,65.6,2.53,0,0,0,0.13
BK004,2025-03-17,Çarşıbaşı,0.37,94.6,37.7,54.3,2.01,0,0,0,0.18
BK004,2025-03-14,Akçaabat,0.407,112.7,25.2,59.2,1.6,0,0,0,0.2
BK004,2025-03-28,Sürmene,0.38,82.9,30.9,60.6,1.38,0,0,0,0.07
BK004,2025-03-05,Maçka,0.405,104.6,26.2,75.6,1.78,0,0,0,0.17
BK004,2025-03-11,Köprübaşı,0.395,99.9,34.1,56.8,1.12,0,0,0,0.13
BK004,2025-03-19,Şalpazarı,0.38,86.9,28.0,69.5,2.28,0,0,0,0.22
BK004,2025-03-05,Dernekpazarı,0.4,107.7,30.4,59.5,2.46,0,0,0,0.01
BK004,2025-03-28,Vakfıkebir,0.41,80.9,22.9,88.8,1.32,0,0,0,0.46
BK004,2025-03-25,Arsin,0.426,112.7,31.4,76.0,2.26,0,0,0,0.16
BK004,2025-03-16,Dernekpazarı,0.405,111.8,34.7,69.3,2.25,0,0,0,0.05
BK004,2025-03-21,Vakfıkebir,0.454,86.8,25.9,69.7,2.79,0,0,0,0.12
BK004,2025-03-11,Akçaabat,0.435,146.7,32.8,66.5,1.81,0,0,0,0.26
BK004,2025-03-01,Şalpazarı,0.385,93.0,29.0,87.5,2.15,0,0,0,0.15
BK004,2025-03-09,Maçka,0.44,129.9,26.6,48.0,1.74,0,0,0,0.26
BK004,2025-03-25,Vakfıkebir,0.383,96.3,29.0,73.5,1.75,0,0,0,0.25
BK004,2025-03-19,Vakfıkebir,0.363,87.7,24.6,64.7,2.61,0,0,0,0.06
BK004,2025-03-16,Arsin,0.399,103.2,28.3,77.5,2.63,0,0,0,0.15
BK004,2025-03-05,Köprübaşı,0.425,110.0,23.2,61.0,2.05,0,0,0,0.21
BK004,2025-03-21,Köprübaşı,0.404,107.6,31.3,72.3,1.53,0,0,0,0.07
BK004,2025-03-13,Köprübaşı,0.421,94.6,39.1,47.7,3.09,0,0,0,0.12
BK004,2025-03-31,Tonya,0.452,128.7,24.7,72.2,2.58,0,0,0,0.27
BK004,2025-03-13,Ortahisar,0.396,110.3,25.4,61.1,1.47,0,0,0,0.19
BK004,2025-03-02,Araklı,0.421,96.6,18.0,86.1,1.54,0,0,0,0.31
BK004,2025-03-07,Düzköy,0.381,92.5,32.8,67.2,2.28,0,0,0,0.17
BK004,2025-03-31,Ortahisar,0.435,118.0,32.6,51.1,1.16,0,0,0,0.16
BK004,2025-03-29,Dernekpazarı,0.411,108.9,31.7,62.1,1.89,0,0,0,0.19
BK004,2025-03-25,Çaykara,0.387,108.9,28.9,68.1,2.42,0,0,0,0.05
BK004,2025-03-07,Ortahisar,0.434,125.4,35.9,59.2,2.43,1,0,1,0.1
BK004,2025-03-22,Ortahisar,0.41,123.9,28.8,62.7,2.88,0,0,0,0.12
BK004,2025-03-21,Yomra,0.396,82.6,24.1,64.2,1.45,0,1,0,0.05
BK004,2025-03-08,Düzköy,0.398,119.2,38.7,69.9,1.82,0,0,0,0.35
BK004,2025-03-10,Sürmene,0.432,103.1,29.6,74.6,1.26,0,0,0,0.04
BK004,2025-03-04,Hayrat,0.412,69.1,39.2,61.7,1.91,0,0,0,0.55
BK004,2025-03-17,Çarşıbaşı,0.408,75.8,32.6,70.6,2.0,0,0,0,0.45
BK004,2025-03-06,Arsin,0.417,104.9,34.9,60.0,1.31,1,0,1,0.08
BK004,2025-03-27,Akçaabat,0.4,125.9,29.9,59.7,2.22,0,0,0,0.18
BK004,2025-03-10,Çarşıbaşı,0.411,98.8,30.4,60.8,2.42,0,0,0,0.16
BK004,2025-03-15,Çaykara,0.404,89.9,38.1,81.3,1.94,0,0,0,0.09
BK004,2025-03-20,Çaykara,0.41,107.3,43.5,63.4,1.74,0,0,0,0.28
BK004,2025-03-11,Köprübaşı,0.424,115.8,32.2,56.7,2.92,0,0,0,0.09
BK004,2025-03-29,Sürmene,0.423,122.5,31.8,52.1,2.05,0,0,0,0.05
BK004,2025-03-11,Tonya,0.421,87.1,31.5,73.8,3.06,0,0,0,0.25
BK004,2025-03-12,Maçka,0.382,97.7,20.4,78.7,1.49,0,0,0,0.07
BK004,2025-03-06,Hayrat,0.408,107.5,34.6,59.5,1.64,0,0,0,0.11
BK004,2025-03-01,Yomra,0.403,100.5,16.7,71.3,2.62,0,1,0,0.09
BK004,2025-03-08,Sürmene,0.411,88.1,36.0,54.1,1.82,0,0,0,0.17
BK004,2025-03-07,Ortahisar,0.42,106.1,39.3,84.6,2.16,0,0,0,0.1
BK004,2025-03-19,Çaykara,0.403,108.1,29.4,69.2,2.75,0,0,0,0.19
BK004,2025-03-06,Of,0.37,104.0,31.0,61.4,2.72,0,0,0,0.12
BK004,2025-03-12,Akçaabat,0.37,101.5,36.8,71.0,1.35,1,0,1,0.2
BK004,2025-03-13,Beşikdüzü,0.403,103.0,29.9,68.6,1.92,0,0,0,0.19
BK004,2025-03-25,Araklı,0.381,93.5,20.2,53.6,2.07,0,0,0,0.09
BK004,2025-03-20,Akçaabat,0.402,93.3,26.7,59.8,2.0,0,0,0,0.26
BK004,2025-03-20,Akçaabat,0.385,112.4,34.9,72.5,1.98,0,0,0,0.27
BK004,2025-03-22,Of,0.41,88.6,34.7,76.5,1.65,0,0,0,0.19
BK004,2025-03-21,Ortahisar,0.397,100.2,33.3,71.2,2.04,0,1,0,0.3
BK004,2025-03-02,Of,0.431,90.5,31.2,61.2,2.28,0,0,0,0.03
BK004,2025-03-14,Şalpazarı,0.431,107.1,23.5,52.6,2.07,0,0,0,0.29
BK004,2025-03-13,Of,0.404,84.3,36.4,53.5,2.27,0,0,0,0.31
BK004,2025-03-18,Beşikdüzü,0.406,100.8,32.6,58.4,1.86,0,0,0,0.14
BK004,2025-03-16,Sürmene,0.39,121.9,40.0,62.4,2.14,0,0,0,0.2
BK004,2025-03-07,Ortahisar,0.422,90.2,33.2,60.0,2.14,0,0,0,0.18
BK004,2025-03-10,Köprübaşı,0.403,95.4,22.3,55.0,2.0,0,0,0,0.12
BK004,2025-03-22,Of,0.424,127.4,28.2,59.9,2.61,0,1,0,0.15
BK004,2025-03-22,Çaykara,0.394,108.3,33.7,59.4,2.45,0,0,0,0.12
BK004,2025-03-09,Sürmene,0.4,98.0,20.5,54.4,1.71,0,0,0,0.15
BK004,2025-03-14,Of,0.389,110.1,25.2,61.1,2.3,0,0,0,0.06
BK004,2025-03-17,Of,0.418,89.7,33.8,76.0,2.46,1,0,1,0.14
BK004,2025-03-10,Of,0.382,73.6,33.9,71.8,2.24,1,0,1,0.0
BK004,2025-03-26,Of,0.43,102.9,26.6,68.8,1.88,0,0,0,0.12
BK004,2025-03-16,Maçka,0.372,95.6,36.5,50.7,2.22,1,0,1,0.13
BK004,2025-03-20,Maçka,0.375,121.6,18.9,76.7,1.71,0,0,0,0.05
BK004,2025-03-25,Beşikdüzü,0.401,89.1,23.3,67.3,2.23,0,0,0,0.1
BK004,2025-03-27,Çaykara,0.377,67.6,34.8,64.2,2.26,0,0,0,0.08
BK004,2025-03-07,Düzköy,0.378,95.1,37.2,87.3,2.09,1,0,1,0.04
BK004,2025-03-23,Köprübaşı,0.416,80.4,31.0,55.8,1.02,0,0,0,0.15
BK004,2025-03-10,Vakfıkebir,0.429,77.3,28.9,58.9,1.95,1,0,1,0.31
BK004,2025-03-02,Araklı,0.407,92.9,32.9,67.7,2.52,0,0,0,0.06
BK004,2025-03-16,Maçka,0.428,80.8,37.8,74.3,1.92,1,0,1,0.19
BK004,2025-03-23,Tonya,0.414,101.5,34.4,58.7,2.14,0,0,0,0.25
BK004,2025-03-11,Yomra,0.406,88.7,29.9,60.1,1.9,0,0,0,0.02
BK004,2025-03-01,Ortahisar,0.441,112.4,31.6,72.9,1.74,0,0,0,0.32
BK004,2025-03-22,Arsin,0.384,96.3,29.7,51.6,2.79,0,0,0,0.15
BK004,2025-03-30,Of,0.394,117.1,28.3,65.7,2.15,0,0,0,0.15
BK004,2025-03-27,Tonya,0.391,110.3,31.8,73.6,2.05,0,0,0,0.2
BK004,2025-03-05,Arsin,0.373,109.8,24.6,51.3,1.13,0,0,0,0.08
BK004,2025-03-25,Çaykara,0.414,84.0,28.1,55.6,2.22,0,0,0,0.14
BK004,2025-03-03,Of,0.397,90.0,28.7,49.7,2.6,0,0,0,0.23
BK004,2025-03-29,Beşikdüzü,0.391,90.6,32.5,55.5,2.57,0,0,0,0.01
BK004,2025-03-21,Yomra,0.396,118.7,35.4,70.6,2.96,1,0,1,0.04
BK004,2025-03-15,Çarşıbaşı,0.405,70.5,32.5,60.7,1.61,0,0,0,0.2
BK004,2025-03-09,Şalpazarı,0.392,103.3,22.6,62.6,1.59,0,0,0,0.14
BK004,2025-03-02,Of,0.366,87.4,40.2,53.6,2.63,1,0,1,0.1
BK004,2025-03-27,Vakfıkebir,0.415,96.2,24.4,66.7,1.92,0,0,0,0.2
BK004,2025-03-28,Akçaabat,0.404,120.8,32.0,60.1,1.48,0,0,0,0.08
BK004,2025-03-28,Çarşıbaşı,0.39,87.9,28.0,52.8,1.53,0,0,0,0.21
BK004,2025-03-12,Dernekpazarı,0.421,86.9,31.0,63.7,1.06,0,0,0,0.2
BK004,2025-03-14,Of,0.389,95.2,31.8,75.2,2.01,0,0,0,0.21
BK004,2025-03-04,Akçaabat,0.395,85.2,37.8,72.7,1.97,0,0,0,0.17
BK004,2025-03-01,Sürmene,0.412,99.9,31.9,77.6,2.0,0,0,0,0.15
BK004,2025-03-22,Vakfıkebir,0.34,103.8,31.3,84.5,2.0,0,0,0,0.27
BK004,2025-03-11,Düzköy,0.374,99.9,27.3,62.9,1.06,0,0,0,0.29
BK004,2025-03-29,Şalpazarı,0.4,83.0,29.6,74.9,1.43,0,0,0,0.08
BK004,2025-03-31,Beşikdüzü,0.431,104.3,29.0,78.5,2.05,0,0,0,0.11
BK004,2025-03-29,Arsin,0.4,130.7,27.8,69.5,2.62,0,0,0,0.05
BK004,2025-03-12,Dernekpazarı,0.403,109.7,37.9,65.6,1.42,0,1,0,0.09
BK004,2025-03-06,Of,0.399,120.6,29.4,53.4,1.59,1,0,1,0.1
BK004,2025-03-13,Hayrat,0.37,113.8,20.3,41.4,2.42,0,0,0,0.18
BK004,2025-03-31,Şalpazarı,0.431,91.2,31.8,56.2,1.13,0,0,0,0.16
BK004,2025-03-09,Hayrat,0.406,62.8,33.2,69.7,1.38,1,0,1,0.28
BK004,2025-03-23,Tonya,0.431,93.2,30.8,61.6,1.09,0,0,0,0.31
BK004,2025-03-26,Köprübaşı,0.4,117.5,29.7,69.3,1.97,0,0,0,0.29
BK004,2025-03-21,Vakfıkebir,0.436,115.5,31.2,76.2,2.28,0,0,0,0.16
BK004,2025-03-04,Sürmene,0.435,107.2,27.1,62.2,2.53,0,0,0,0.12
BK004,2025-03-23,Akçaabat,0.365,82.3,36.9,64.5,1.82,0,0,0,0.04
BK004,2025-03-31,Vakfıkebir,0.441,110.0,29.0,72.0,1.74,0,0,0,0.07
BK004,2025-03-04,Köprübaşı,0.385,95.4,33.3,70.9,1.88,0,0,0,0.39
BK004,2025-03-30,Tonya,0.435,102.6,26.1,85.8,1.83,0,0,0,0.07
BK004,2025-03-26,Şalpazarı,0.407,109.4,30.1,66.7,2.01,0,0,0,0.11
BK004,2025-03-06,Hayrat,0.41,98.1,32.1,56.6,1.7,0,0,0,0.13
BK004,2025-03-25,Düzköy,0.391,106.6,28.0,58.2,1.26,0,0,0,0.19
BK004,2025-03-20,Ortahisar,0.397,98.5,31.5,65.1,1.98,0,0,0,0.13
BK004,2025-03-28,Sürmene,0.416,74.2,26.5,73.9,1.72,0,0,0,0.23
BK004,2025-03-16,Tonya,0.437,126.8,32.4,63.6,2.15,1,0,1,0.21
BK004,2025-03-04,Köprübaşı,0.427,112.0,29.8,68.0,1.86,0,0,0,0.09
BK004,2025-03-15,Akçaabat,0.385,124.3,34.1,61.3,2.21,0,0,0,0.1
BK004,2025-03-03,Beşikdüzü,0.414,83.1,32.3,66.5,2.19,0,0,0,0.07
BK004,2025-03-21,Dernekpazarı,0.379,107.6,32.9,65.5,1.75,1,0,1,0.27
BK004,2025-03-01,Çaykara,0.406,104.3,28.7,64.0,2.54,0,0,0,0.05
BK004,2025-03-25,Yomra,0.412,95.4,33.3,47.9,2.34,0,0,0,0.23
BK004,2025-03-31,Dernekpazarı,0.4,107.4,27.2,55.1,1.76,0,0,0,0.31
BK004,2025-03-17,Çaykara,0.421,86.3,32.6,73.7,1.35,0,0,0,0.09
BK004,2025-03-23,Of,0.382,75.9,33.6,68.1,2.03,0,0,0,0.04
BK004,2025-03-14,Yomra,0.388,102.9,30.6,63.3,1.58,1,0,1,0.12
